c,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
1091,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,4934,2813,15957,10.16,10.37,10.92,Import,2022,Qtr 1,January,1
1092,FOOD GROUP,, WHEAT UNMILLED,MT,405509,27685,157026,20.18,19.84,20.43,Import,2022,Qtr 1,January,1
1093,FOOD GROUP,, DRY FRUITS & NUTS,MT,11344,1319,7481,-22.79,-20.11,-19.73,Import,2022,Qtr 1,January,1
1094,FOOD GROUP,, TEA,MT,20254,9516,53975,-15.49,-6.04,-5.57,Import,2022,Qtr 1,January,1
1095,FOOD GROUP,, SPICES,MT,18117,3164,17944,50.57,13.64,14.19,Import,2022,Qtr 1,January,1
1096,FOOD GROUP,, SOYABEAN OIL,MT,13807,3309,18766,452.28,477.42,480.45,Import,2022,Qtr 1,January,1
1097,FOOD GROUP,, PALM OIL,MT,217180,50506,286459,-13.3,-9.98,-9.54,Import,2022,Qtr 1,January,1
1098,FOOD GROUP,, SUGAR,MT,1013,122,695,6.63,-5.07,-4.66,Import,2022,Qtr 1,January,1
1099,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,46763,5892,33419,8.12,20.92,21.5,Import,2022,Qtr 1,January,1
1100,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,42160,239122,,14.24,14.8,Import,2022,Qtr 1,January,1
1102,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,15779,89494,,-35.51,-35.19,Import,2022,Qtr 1,January,1
1103,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,7044,39954,,-34.23,-33.9,Import,2022,Qtr 1,January,1
1104,MACHINERY GROUP,, TEXTILE MACHINERY,,,12276,69626,,-5.13,-4.66,Import,2022,Qtr 1,January,1
1105,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,2201,12486,,-54.02,-53.8,Import,2022,Qtr 1,January,1
1106,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,25874,146752,,-32.56,-32.23,Import,2022,Qtr 1,January,1
1108,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,31695,179768,,-23.53,-23.15,Import,2022,Qtr 1,January,1
1109,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,8714,49422,,-17.03,-16.62,Import,2022,Qtr 1,January,1
1110,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1593,9033,,-9.77,-9.33,Import,2022,Qtr 1,January,1
1111,MACHINERY GROUP,, OTHER MACHINERY,,,53088,301102,,-3.06,-2.58,Import,2022,Qtr 1,January,1
1115,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,4674,26510,,27.98,28.61,Import,2022,Qtr 1,January,1
1116,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,4279,24270,,12.52,13.06,Import,2022,Qtr 1,January,1
1117,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,47,267,,-11.32,-11.59,Import,2022,Qtr 1,January,1
1119,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,7468,42357,,-34.92,-34.6,Import,2022,Qtr 1,January,1
1120,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,26914,152651,,6,6.52,Import,2022,Qtr 1,January,1
1121,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,1227,6959,,-17.76,-17.34,Import,2022,Qtr 1,January,1
1122,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,9028,51205,,-2.9,-2.43,Import,2022,Qtr 1,January,1
1123,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,1474,8360,,-17.93,-17.51,Import,2022,Qtr 1,January,1
1124,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,1856,10527,,-85.86,-85.79,Import,2022,Qtr 1,January,1
1125,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,229,1299,,-39.42,-39.07,Import,2022,Qtr 1,January,1
1127,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1139526,119483,677685,-27.31,-25.12,-24.76,Import,2022,Qtr 1,January,1
1128,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,680386,67929,385280,1.91,8.21,8.74,Import,2022,Qtr 1,January,1
1129,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,65425,371080,,-23.14,-22.77,Import,2022,Qtr 1,January,1
1130,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,14139,80194,,20.05,20.64,Import,2022,Qtr 1,January,1
1131,PETROLEUM GROUP,, OTHERS,,,1,6,,-82.77,-81.25,Import,2022,Qtr 1,January,1
1133,TEXTILE GROUP,, RAW COTTON,MT,41924,17566,99631,-34.23,-34.2,-33.88,Import,2022,Qtr 1,January,1
1134,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,20421,7307,41446,-1.86,-5.07,-4.61,Import,2022,Qtr 1,January,1
1135,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,32945,13035,73930,-4.55,-11.87,-11.44,Import,2022,Qtr 1,January,1
1136,TEXTILE GROUP,, WORN CLOTHING,MT,70081,4933,27978,17.53,-12.32,-11.89,Import,2022,Qtr 1,January,1
1137,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,12922,73290,,-11.59,-11.15,Import,2022,Qtr 1,January,1
1139,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,81250,9750,55302,175.51,272.29,274.12,Import,2022,Qtr 1,January,1
1140,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,2375,2978,16888,-7.8,23.39,23.99,Import,2022,Qtr 1,January,1
1141,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,127305,37790,214339,-18.73,-19.02,-18.63,Import,2022,Qtr 1,January,1
1142,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,5701,52696,298881,-58.64,-69.52,-69.37,Import,2022,Qtr 1,January,1
1143,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,88804,503678,,-9.99,-9.54,Import,2022,Qtr 1,January,1
1145,METAL GROUP,, GOLD,KG,27,305,1729,35,47.27,48.28,Import,2022,Qtr 1,January,1
1146,METAL GROUP,, IRON AND STEEL SCRAP,MT,340337,37255,211301,-19.76,-16.52,-16.11,Import,2022,Qtr 1,January,1
1147,METAL GROUP,, IRON AND STEEL,MT,194170,35327,200369,-45.71,-28.63,-28.28,Import,2022,Qtr 1,January,1
1148,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,4384,24866,,42.85,43.54,Import,2022,Qtr 1,January,1
1149,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,13901,78843,,-3.11,-2.63,Import,2022,Qtr 1,January,1
1151,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,27423,2835,16077,-36.6,-38.63,-38.34,Import,2022,Qtr 1,January,1
1152,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,334345,2757,15640,-57.53,-51.16,-50.92,Import,2022,Qtr 1,January,1
1153,MISCELLANEOUS GROUP,, WOOD & CORK,,,2302,13055,,5.68,6.2,Import,2022,Qtr 1,January,1
1154,MISCELLANEOUS GROUP,, JUTE,MT,4250,777,4409,-65.44,-63.26,-63.08,Import,2022,Qtr 1,January,1
1155,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,37405,7644,43353,-3.98,3.89,4.41,Import,2022,Qtr 1,January,1
1156,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,83015,470848,,-6.06,-5.6,Import,2022,Qtr 1,January,1
1159,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,2263,2094,9543,-25.49,-12.93,-18.91,Import,2022,Qtr 3,July,1
1160,FOOD GROUP,, WHEAT UNMILLED,MT,211597,23511,107142,100,100,100,Import,2022,Qtr 3,July,1
1161,FOOD GROUP,, DRY FRUITS & NUTS,MT,3252,413,1882,-30.87,-39.71,-43.85,Import,2022,Qtr 3,July,1
1162,FOOD GROUP,, TEA,MT,18133,9945,45321,6.11,7.46,0.08,Import,2022,Qtr 3,July,1
1163,FOOD GROUP,, SPICES,MT,11099,2692,12268,-2.03,-2.53,-9.23,Import,2022,Qtr 3,July,1
1164,FOOD GROUP,, SOYABEAN OIL,MT,11000,3469,15809,-64.97,-62.64,-65.21,Import,2022,Qtr 3,July,1
1165,FOOD GROUP,, PALM OIL,MT,188562,65691,299361,116.8,124.52,109.1,Import,2022,Qtr 3,July,1
1166,FOOD GROUP,, SUGAR,MT,499,98,447,86.19,81.48,69.32,Import,2022,Qtr 3,July,1
1167,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,59352,11641,53049,22.65,29.92,21,Import,2022,Qtr 3,July,1
1168,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,47906,218313,,-9.33,-15.55,Import,2022,Qtr 3,July,1
1170,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,9829,44792,,13.33,5.55,Import,2022,Qtr 3,July,1
1171,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,4038,18402,,-54.37,-57.51,Import,2022,Qtr 3,July,1
1172,MACHINERY GROUP,, TEXTILE MACHINERY,,,8223,37473,,-3.82,-10.43,Import,2022,Qtr 3,July,1
1173,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,1670,7610,,-36.04,-40.44,Import,2022,Qtr 3,July,1
1174,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,53306,242922,,108.04,93.75,Import,2022,Qtr 3,July,1
1176,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,8515,38804,,29.31,20.43,Import,2022,Qtr 3,July,1
1177,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,6385,29097,,-42.8,-46.73,Import,2022,Qtr 3,July,1
1178,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1236,5633,,13.5,5.7,Import,2022,Qtr 3,July,1
1179,MACHINERY GROUP,, OTHER MACHINERY,,,44521,202887,,-5,-11.52,Import,2022,Qtr 3,July,1
1183,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,3374,15376,,10.8,3.19,Import,2022,Qtr 3,July,1
1184,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,2079,9474,,-55.69,-58.74,Import,2022,Qtr 3,July,1
1185,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,34,155,,-17.07,-22.89,Import,2022,Qtr 3,July,1
1187,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,6108,27835,,-33.51,-38.08,Import,2022,Qtr 3,July,1
1188,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,14899,67896,,-47.3,-50.92,Import,2022,Qtr 3,July,1
1189,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,1201,5473,,13.3,5.51,Import,2022,Qtr 3,July,1
1190,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,6620,30168,,-2.75,-9.43,Import,2022,Qtr 3,July,1
1191,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,643,2930,,-36.71,-41.06,Import,2022,Qtr 3,July,1
1192,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,10749,48984,,-55.45,-58.51,Import,2022,Qtr 3,July,1
1193,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,262,1194,,495.45,455.35,Import,2022,Qtr 3,July,1
1195,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,766469,159768,728081,-65.03,-61.81,-64.43,Import,2022,Qtr 3,July,1
1196,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,602214,94600,431103,-46.26,-44.81,-48.6,Import,2022,Qtr 3,July,1
1197,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,50585,230522,,-64.63,-67.06,Import,2022,Qtr 3,July,1
1198,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,10182,46401,,-7.38,-13.74,Import,2022,Qtr 3,July,1
1199,PETROLEUM GROUP,, OTHERS,,,16,73,,128.57,114.71,Import,2022,Qtr 3,July,1
1201,TEXTILE GROUP,, RAW COTTON,MT,38671,23339,106359,-41.53,-35.85,-40.26,Import,2022,Qtr 3,July,1
1202,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,27193,13031,59384,7.59,13.59,5.79,Import,2022,Qtr 3,July,1
1203,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,26241,13419,61152,-23.42,-15.05,-20.89,Import,2022,Qtr 3,July,1
1204,TEXTILE GROUP,, WORN CLOTHING,MT,67692,5916,26960,-24.99,-18.31,-23.92,Import,2022,Qtr 3,July,1
1205,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,12158,55405,,-0.45,-7.29,Import,2022,Qtr 3,July,1
1207,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,4987,1085,4944,-92.49,-92.55,-93.07,Import,2022,Qtr 3,July,1
1208,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,3691,5281,24066,-38.61,-28.57,-33.47,Import,2022,Qtr 3,July,1
1209,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,151880,53061,241805,-9.46,-11.3,-17.39,Import,2022,Qtr 3,July,1
1210,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,3258,20178,91953,-7.29,-5.84,-12.3,Import,2022,Qtr 3,July,1
1211,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,97188,442897,,-20.34,-25.81,Import,2022,Qtr 3,July,1
1213,METAL GROUP,, GOLD,KG,16,224,1021,-73.77,-69.89,-71.96,Import,2022,Qtr 3,July,1
1214,METAL GROUP,, IRON AND STEEL SCRAP,MT,173348,22636,103155,-22.55,-28.34,-33.26,Import,2022,Qtr 3,July,1
1215,METAL GROUP,, IRON AND STEEL,MT,193298,43198,196858,-41.3,-34.61,-39.1,Import,2022,Qtr 3,July,1
1216,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,4080,18593,,-38.95,-43.14,Import,2022,Qtr 3,July,1
1217,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,21015,95768,,37.5,28.05,Import,2022,Qtr 3,July,1
1219,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,38382,4068,18538,-20.37,-20.53,-25.99,Import,2022,Qtr 3,July,1
1220,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,345385,2699,12300,-18.07,-17.69,-23.34,Import,2022,Qtr 3,July,1
1221,MISCELLANEOUS GROUP,, WOOD & CORK,,,988,4502,,-25.88,-30.98,Import,2022,Qtr 3,July,1
1222,MISCELLANEOUS GROUP,, JUTE,MT,5364,1120,5104,42.74,36.92,27.5,Import,2022,Qtr 3,July,1
1223,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,29160,7226,32930,-29.84,-28.66,-33.56,Import,2022,Qtr 3,July,1
1224,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,77517,353253,,-25.06,-30.2,Import,2022,Qtr 3,July,1
1227,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,3037,2405,11768,-17.25,-22.34,-25.71,Import,2022,Qtr 2,June,1
1228,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2022,Qtr 2,June,1
1229,FOOD GROUP,, DRY FRUITS & NUTS,MT,4704,685,3352,-6.15,-5.76,-9.84,Import,2022,Qtr 2,June,1
1230,FOOD GROUP,, TEA,MT,17089,9255,45286,-4.42,-2.43,-6.66,Import,2022,Qtr 2,June,1
1231,FOOD GROUP,, SPICES,MT,11329,2762,13515,41.58,-0.4,-4.72,Import,2022,Qtr 2,June,1
1232,FOOD GROUP,, SOYABEAN OIL,MT,31400,9286,45438,73.96,84.78,76.77,Import,2022,Qtr 2,June,1
1233,FOOD GROUP,, PALM OIL,MT,86975,29258,143164,-56.35,-51.37,-53.48,Import,2022,Qtr 2,June,1
1234,FOOD GROUP,, SUGAR,MT,268,54,264,27.01,57.13,50,Import,2022,Qtr 2,June,1
1235,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,48392,8960,43843,-25.92,-2.34,-6.58,Import,2022,Qtr 2,June,1
1236,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,52833,258520,,12.44,7.56,Import,2022,Qtr 2,June,1
1238,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,8673,42438,,-60.93,-62.63,Import,2022,Qtr 2,June,1
1239,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,8850,43304,,15.96,10.93,Import,2022,Qtr 2,June,1
1240,MACHINERY GROUP,, TEXTILE MACHINERY,,,8550,41836,,-4.2,-8.36,Import,2022,Qtr 2,June,1
1241,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,2611,12776,,46.55,40.2,Import,2022,Qtr 2,June,1
1242,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,25623,125377,,-12.28,-16.09,Import,2022,Qtr 2,June,1
1244,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,6585,32221,,-75.45,-76.52,Import,2022,Qtr 2,June,1
1245,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,11163,54622,,22.08,16.78,Import,2022,Qtr 2,June,1
1246,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1089,5329,,-25.55,-28.78,Import,2022,Qtr 2,June,1
1247,MACHINERY GROUP,, OTHER MACHINERY,,,46862,229303,,2.93,-1.54,Import,2022,Qtr 2,June,1
1251,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,3045,14900,,-56.55,-58.44,Import,2022,Qtr 2,June,1
1252,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,4692,22959,,-0.43,-4.75,Import,2022,Qtr 2,June,1
1253,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,41,201,,56.99,50,Import,2022,Qtr 2,June,1
1255,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,9187,44953,,-6.87,-10.91,Import,2022,Qtr 2,June,1
1256,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,28269,138324,,-8.64,-12.61,Import,2022,Qtr 2,June,1
1257,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,1060,5187,,10.33,5.56,Import,2022,Qtr 2,June,1
1258,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,6807,33308,,1.22,-3.17,Import,2022,Qtr 2,June,1
1259,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,1016,4971,,-53.19,-55.22,Import,2022,Qtr 2,June,1
1260,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,24126,118052,,470.84,446.08,Import,2022,Qtr 2,June,1
1261,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,44,215,,-75.67,-76.76,Import,2022,Qtr 2,June,1
1263,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,2191642,418314,2046872,27.48,45.23,38.93,Import,2022,Qtr 2,June,1
1264,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,1120667,171423,838798,46.78,62.78,55.72,Import,2022,Qtr 2,June,1
1265,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,143007,699754,,25.27,19.83,Import,2022,Qtr 2,June,1
1266,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,10993,53790,,12.62,7.73,Import,2022,Qtr 2,June,1
1267,PETROLEUM GROUP,, OTHERS,,,7,34,,41.51,36,Import,2022,Qtr 2,June,1
1269,TEXTILE GROUP,, RAW COTTON,MT,66137,36384,178032,-28.43,-21.17,-24.59,Import,2022,Qtr 2,June,1
1270,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,25275,11472,56134,3.34,8.93,4.2,Import,2022,Qtr 2,June,1
1271,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,34265,15797,77297,32.35,-0.39,-4.71,Import,2022,Qtr 2,June,1
1272,TEXTILE GROUP,, WORN CLOTHING,MT,90242,7242,35436,40.21,47.19,40.81,Import,2022,Qtr 2,June,1
1273,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,12213,59760,,19.67,14.48,Import,2022,Qtr 2,June,1
1275,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,66428,14572,71303,2.75,12.95,8.05,Import,2022,Qtr 2,June,1
1276,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,6012,7393,36175,183.58,265.03,249.18,Import,2022,Qtr 2,June,1
1277,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,167757,59821,292713,20.06,28.5,22.93,Import,2022,Qtr 2,June,1
1278,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,3514,21429,104855,37.21,23.7,18.33,Import,2022,Qtr 2,June,1
1279,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,122000,596964,,34.85,29,Import,2022,Qtr 2,June,1
1281,METAL GROUP,, GOLD,KG,61,744,3641,335.71,289.96,273.05,Import,2022,Qtr 2,June,1
1282,METAL GROUP,, IRON AND STEEL SCRAP,MT,223819,31586,154555,35.9,37.98,31.99,Import,2022,Qtr 2,June,1
1283,METAL GROUP,, IRON AND STEEL,MT,329307,66058,323232,37.87,42.91,36.71,Import,2022,Qtr 2,June,1
1284,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,6683,32701,,52.36,45.75,Import,2022,Qtr 2,June,1
1285,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,15284,74787,,4.97,0.41,Import,2022,Qtr 2,June,1
1287,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,48200,5119,25048,48.64,36.6,30.68,Import,2022,Qtr 2,June,1
1288,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,421548,3279,16045,23.58,22.25,16.95,Import,2022,Qtr 2,June,1
1289,MISCELLANEOUS GROUP,, WOOD & CORK,,,1333,6523,,-27.86,-30.99,Import,2022,Qtr 2,June,1
1290,MISCELLANEOUS GROUP,, JUTE,MT,3758,818,4003,29.77,42.31,36.16,Import,2022,Qtr 2,June,1
1291,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,41562,10129,49563,16.49,25.07,19.65,Import,2022,Qtr 2,June,1
1292,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,103436,506127,,16.76,11.69,Import,2022,Qtr 2,June,1
1295,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,3637,2495,13889,-32.8,-28.26,-29.92,Import,2022,Qtr 1,March,1
1296,FOOD GROUP,, WHEAT UNMILLED,MT,111996,7638,42521,-65.87,-65.26,-66.06,Import,2022,Qtr 1,March,1
1297,FOOD GROUP,, DRY FRUITS & NUTS,MT,7858,1122,6249,49.01,43.19,39.88,Import,2022,Qtr 1,March,1
1298,FOOD GROUP,, TEA,MT,22193,11358,63234,-12.15,-6.57,-8.73,Import,2022,Qtr 1,March,1
1299,FOOD GROUP,, SPICES,MT,12545,3141,17486,20.55,1.07,-1.25,Import,2022,Qtr 1,March,1
1300,FOOD GROUP,, SOYABEAN OIL,MT,15110,3847,21417,28.6,30.71,27.7,Import,2022,Qtr 1,March,1
1301,FOOD GROUP,, PALM OIL,MT,209990,52183,290524,-10.68,-4,-6.21,Import,2022,Qtr 1,March,1
1302,FOOD GROUP,, SUGAR,MT,630,106,592,6.06,76.22,72.26,Import,2022,Qtr 1,March,1
1303,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,88413,10600,59013,56.33,54.11,50.56,Import,2022,Qtr 1,March,1
1304,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,21853,121662,,-37.53,-38.97,Import,2022,Qtr 1,March,1
1306,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,10827,60280,,-35.02,-36.52,Import,2022,Qtr 1,March,1
1307,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,11452,63755,,12.85,10.25,Import,2022,Qtr 1,March,1
1308,MACHINERY GROUP,, TEXTILE MACHINERY,,,7897,43964,,-38.73,-40.14,Import,2022,Qtr 1,March,1
1309,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,2902,16157,,9.42,6.91,Import,2022,Qtr 1,March,1
1310,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,30890,171979,,13.33,10.72,Import,2022,Qtr 1,March,1
1312,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,33031,183894,,32.52,29.47,Import,2022,Qtr 1,March,1
1313,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,14950,83230,,13.04,10.44,Import,2022,Qtr 1,March,1
1314,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1403,7809,,-31.84,-33.41,Import,2022,Qtr 1,March,1
1315,MACHINERY GROUP,, OTHER MACHINERY,,,53533,298037,,-4.84,-7.03,Import,2022,Qtr 1,March,1
1319,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,6192,34473,,44.61,41.28,Import,2022,Qtr 1,March,1
1320,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,4671,26007,,19.18,16.43,Import,2022,Qtr 1,March,1
